STATE,ZIP,DOMAIN,CLUSTER,HOMEOWNR,DATASRCE,RFA_2,RFA_2R,RFA_2A,DOMAIN_A,DOMAIN_B
MI,48739,R3,51,U,D,L1E,L,E,R,3
MI,48911,S2,18,H,B,L3D,L,D,S,2
other,70806,C2,27,U,B,L3E,L,E,C,2
IN,46816,S2,20,U,B,L2G,L,G,S,2
MI,48504,C3,30,U,B,L2F,L,F,C,3
FL,33471,R2,45,U,D,L1E,L,E,R,2
IN,47460,R2,45,H,D,L3D,L,D,R,2
other,12443,S1,11,U,C,L3E,L,E,S,1
TX,77423,R2,46,H,A,L1F,L,F,R,2
CA,92109,S1,13,U,A,L2F,L,F,S,1
MO,65802,S2,16,U,B,L4E,L,E,S,2
other,97206,U3,9,U,B,L2F,L,F,U,3
other,67525,R2,45,U,D,L4D,L,D,R,2
other,89502,S2,18,H,B,L1G,L,G,S,2
CA,90291,U1,1,U,A,L1F,L,F,U,1
CA,92411,U2,5,U,A,L1F,L,F,U,2
CA,95050,S1,11,U,A,L1G,L,G,S,1
other,29412,S1,12,H,B,L3E,L,E,S,1
other,71075,T2,37,H,D,L1F,L,F,T,2
MO,64068,T2,40,U,B,L1F,L,F,T,2
other,39059,R3,50,H,D,L4E,L,E,R,3
TX,75248,S1,14,H,A,L1F,L,F,S,1
MI,49799-,S2,18,H,D,L1G,L,G,S,2
other,57754,R2,49,U,D,L1G,L,G,R,2
IN,47340-,R2,43,U,D,L4D,L,D,R,2
GA,30319,S1,15,H,A,L3E,L,E,S,1
IL,60077,C1,23,H,A,L1F,L,F,C,1
IN,46953,C3,30,H,C,L1G,L,G,C,3
WI,53705,S1,11,U,B,L1F,L,F,S,1
other,80021,R2,49,U,B,L3F,L,F,R,2
MO,65704,R3,51,H,D,L1F,L,F,R,3
GA,31705,T2,38,H,C,L1F,L,F,T,2
other,85033,S2,18,H,A,L1G,L,G,S,2
other,80401,U2,4,U,B,L1F,L,F,U,2
other,87317,R3,51,U,D,L1F,L,F,R,3
CA,92821,S1,11,U,A,L4E,L,E,S,1
WA,98102,U2,4,U,A,L1F,L,F,U,2
FL,33027,U2,6,U,A,L1G,L,G,U,2
IL,61614,C2,28,H,B,L4E,L,E,C,2
other,35901,C3,30,U,C,L2F,L,F,C,3
CA,96151,T2,40,U,B,L1F,L,F,T,2
FL,33917,C3,33,U,B,L2E,L,E,C,3
CA,93001,C1,23,U,A,L4E,L,E,C,1
TX,75901,T2,36,H,C,L3E,L,E,T,2
IN,47807,C2,27,U,C,L3G,L,G,C,2
other,56623,R2,46,U,D,L3E,L,E,R,2
GA,30094,T2,40,H,A,L4D,L,D,T,2
MO,64060,R1,42,H,B,L1G,L,G,R,1
TX,79912,S1,11,H,B,L1G,L,G,S,1
other,68822,R2,45,H,D,L2G,L,G,R,2
FL,34684,C2,29,U,A,L4D,L,D,C,2
FL,32225,S1,11,H,B,L2E,L,E,S,1
CA,91604,U1,3,H,A,L1G,L,G,U,1
IL,60632,U4,10,U,A,L1F,L,F,U,4
NC,27615,C1,22,H,B,L4G,L,G,C,1
CA,94555,U1,2,U,A,L4D,L,D,U,1
other,55073,T2,40,U,A,L2F,L,F,T,2
IL,62002,C2,28,H,A,L1G,L,G,C,2
other,74119,C2,26,H,B,L2F,L,F,C,2
TX,77429-,C3,33,H,A,L3E,L,E,C,3
other,70092,T2,39,H,B,L2F,L,F,T,2
other,29202,C3,31,U,B,L2G,L,G,C,3
FL,34482,T1,34,U,C,L1G,L,G,T,1
CA,90806,U1,1,U,A,L3D,L,D,U,1
other,80212,U3,9,H,B,L1E,L,E,U,3
CA,90033,U4,10,U,A,L1F,L,F,U,4
CA,93423,T2,40,U,C,L1E,L,E,T,2
IL,60517,C1,24,H,A,L3D,L,D,C,1
FL,33063,S2,20,H,A,L1F,L,F,S,2
other,37939-,C2,26,H,B,L1G,L,G,C,2
TX,75044,U1,1,U,A,L2F,L,F,U,1
TX,78757,U2,5,U,B,L1G,L,G,U,2
other,70806,C2,26,U,B,L1E,L,E,C,2
NC,27511,S1,12,H,B,L1F,L,F,S,1
NC,27613,R2,47,H,B,L1G,L,G,R,2
CA,96007,T2,40,U,C,L1F,L,F,T,2
CA,90503,U1,2,U,A,L2F,L,F,U,1
CA,90210,S1,13,H,A,L2F,L,F,S,1
other,71446,T2,36,H,D,L1E,L,E,T,2
FL,32952,C1,24,H,B,L2G,L,G,C,1
CA,94062,S1,14,H,A,L2F,L,F,S,1
other,35677,R3,51,U,C,L1G,L,G,R,3
other,38340-,R2,43,U,D,L1G,L,G,R,2
WI,53913,T2,36,U,D,L1F,L,F,T,2
FL,33308,U1,3,H,A,L1E,L,E,U,1
MI,49120,T2,36,U,C,L3E,L,E,T,2
other,35901,T3,41,H,C,L3E,L,E,T,3
other,83642,T2,40,H,C,L4D,L,D,T,2
other,74017,R2,49,U,B,L1E,L,E,R,2
WI,53511,C2,27,H,C,L1G,L,G,C,2
other,89123,S1,12,H,B,L4E,L,E,S,1
other,41017,S1,11,U,B,L1F,L,F,S,1
other,40356,T1,35,H,B,L2G,L,G,T,1
CA,93223,U3,8,U,B,L1F,L,F,U,3
other,56243,R2,49,U,D,L1F,L,F,R,2
IL,60091,S1,13,H,A,L3E,L,E,S,1
TX,75062,C2,25,H,A,L3E,L,E,C,2
other,36582,T2,39,H,B,L4E,L,E,T,2
MI,49461,T2,36,U,C,L1G,L,G,T,2
other,72205,C1,23,U,B,L1F,L,F,C,1
other,66617,R2,45,U,D,L4D,L,D,R,2
WA,98675,S2,18,H,B,L1F,L,F,S,2
GA,30669,R3,50,H,D,L1G,L,G,R,3
other,85614,C1,23,H,B,L2E,L,E,C,1
FL,33487,C1,23,U,B,L2F,L,F,C,1
WA,98354-,S2,18,H,A,L2F,L,F,S,2
TX,77076,T1,35,H,A,L1F,L,F,T,1
NC,27053,R2,43,H,B,L1F,L,F,R,2
CA,91355,C1,22,H,A,L3G,L,G,C,1
MI,49079,R2,49,H,C,L1F,L,F,R,2
other,85610,R3,51,H,C,L1F,L,F,R,3
CA,94086,U4,10,U,A,L1F,L,F,U,4
WI,53222,S1,13,H,B,L1F,L,F,S,1
MI,48082,U3,8,H,A,L1F,L,F,U,3
CA,95726-,R2,40,U,B,L2F,L,F,R,2
TX,76120,S1,15,H,A,L2E,L,E,S,1
IL,60639,U3,8,H,A,L1G,L,G,U,3
other,80223,U3,8,H,B,L1F,L,F,U,3
MO,63775-,T2,36,H,D,L1F,L,F,T,2
other,89403,R2,49,U,D,L1F,L,F,R,2
other,55337,S2,17,H,A,L3E,L,E,S,2
TX,78212,U4,10,H,B,L1F,L,F,U,4
other,66062,S1,14,U,B,L3E,L,E,S,1
other,80422,R1,42,H,D,L2G,L,G,R,1
MI,48809,T2,39,H,D,L4F,L,F,T,2
IN,46511,R2,46,H,D,L2F,L,F,R,2
TX,78539,C1,24,U,B,L2E,L,E,C,1
other,68046,C2,27,H,B,L1F,L,F,C,2
CA,90038,U1,1,H,A,L3F,L,F,U,1
CA,91945,S2,18,H,A,L4F,L,F,S,2
IN,46168,T2,40,U,B,L1E,L,E,T,2
MI,48618,R3,51,H,B,L1G,L,G,R,3
WA,98662,T2,40,U,B,L4D,L,D,T,2
NC,27045,T2,40,H,B,L3E,L,E,T,2
GA,30223,R2,49,U,A,L4G,L,G,R,2
CA,94501,U1,2,U,A,L1G,L,G,U,1
other,66605,C3,30,U,C,L4D,L,D,C,3
other,66210,S1,11,H,B,L3F,L,F,S,1
CA,91710,S2,19,U,A,L4F,L,F,S,2
CA,90061,U4,10,U,A,L1F,L,F,U,4
TX,77095,C1,24,H,A,L1G,L,G,C,1
other,42240,T3,41,H,C,L4D,L,D,T,3
IL,60647,U1,3,U,A,L4E,L,E,U,1
WA,98011,S2,20,U,A,L3F,L,F,S,2
CA,92586,T2,37,U,A,L1G,L,G,T,2
MI,48038,S1,12,U,A,L3E,L,E,S,1
other,88130,R2,45,H,D,L2F,L,F,R,2
other,50428,R2,46,U,D,L2E,L,E,R,2
other,86351,R2,40,U,C,L4D,L,D,R,2
other,37144,R3,51,U,D,L1F,L,F,R,3
WI,54140,S3,21,H,B,L3D,L,D,S,3
MI,48235,U3,8,U,A,L1F,L,F,U,3
GA,30906,C3,30,H,B,L1E,L,E,C,3
other,97527,C3,30,U,C,L1F,L,F,C,3
IL,61008,T3,41,H,B,L2F,L,F,T,3
other,57636,R2,43,H,D,L3D,L,D,R,2
CA,90240,U2,6,H,A,L1F,L,F,U,2
TX,78130,T2,40,H,B,L3F,L,F,T,2
other,52804,C3,30,H,B,L3E,L,E,C,3
IN,46205,U2,4,U,B,L1G,L,G,U,2
CA,94509,C2,27,U,A,L4E,L,E,C,2
CA,92653,C2,29,H,A,L2F,L,F,C,2
other,87107,C2,25,H,B,L1F,L,F,C,2
other,80110,S2,16,U,B,L1F,L,F,S,2
CA,90630,S1,12,U,A,L1G,L,G,S,1
MI,49546,T2,38,U,B,L2G,L,G,T,2
MO,64014,T1,35,U,B,L1E,L,E,T,1
CA,92841,U2,7,U,A,L3F,L,F,U,2
CA,91042,S1,11,H,A,L2F,L,F,S,1
other,35640,C1,24,U,C,L3F,L,F,C,1
CA,90815,S1,13,H,A,L1G,L,G,S,1
CA,92867,U2,7,H,A,L2G,L,G,U,2
WI,53215,U1,2,H,B,L1F,L,F,U,1
other,85372,C3,33,U,A,L2F,L,F,C,3
other,80537,T2,39,H,C,L1F,L,F,T,2
other,80030,S2,20,U,B,L1F,L,F,S,2
WA,98373,C2,27,H,A,L1F,L,F,C,2
CA,95827,S1,12,H,B,L4G,L,G,S,1
other,38801,T3,41,U,C,L1F,L,F,T,3
MO,65013,R3,53,U,D,L1F,L,F,R,3
other,70601,C1,23,H,C,L3D,L,D,C,1
MO,63446,R3,53,H,D,L4D,L,D,R,3
NC,28613,T2,39,H,B,L1E,L,E,T,2
MO,64485,R2,43,U,D,L4G,L,G,R,2
MO,63501,T2,38,U,D,L4E,L,E,T,2
IN,47130,S2,18,H,B,L3D,L,D,S,2
other,66085-,S2,18,U,B,L2E,L,E,S,2
other,85213,S1,12,U,A,L1F,L,F,S,1
CA,93611,T1,35,H,B,L2E,L,E,T,1
other,55404,U4,10,U,A,L1F,L,F,U,4
other,51242,R2,43,H,D,L1F,L,F,R,2
FL,32712,S1,12,H,B,L1F,L,F,S,1
other,85635,T2,40,H,C,L1G,L,G,T,2
TX,79121,C1,24,H,C,L4D,L,D,C,1
other,37127,T2,39,H,B,L4D,L,D,T,2
IL,62812,T2,36,U,D,L1F,L,F,T,2
CA,95670,S2,17,H,B,L1F,L,F,S,2
WA,98125,S1,13,H,A,L2F,L,F,S,1
NC,28301,C3,32,H,B,L1F,L,F,C,3
FL,32703,S1,12,H,B,L3F,L,F,S,1
other,52318,C1,24,U,D,L2F,L,F,C,1
TX,78240,S1,15,U,B,L1F,L,F,S,1
CA,90503,U1,3,U,A,L1F,L,F,U,1
other,97470,R2,46,H,C,L1E,L,E,R,2
other,37763,T2,40,H,D,L1F,L,F,T,2
TX,75238,U1,2,H,A,L1F,L,F,U,1
other,96786,T2,40,H,B,L1F,L,F,T,2
other,29936,R3,50,U,D,L4F,L,F,R,3
CA,93504,R2,46,U,B,L1F,L,F,R,2
TX,77845,C1,22,U,C,L4F,L,F,C,1
GA,31792,T1,35,H,D,L1G,L,G,T,1
other,81211,R2,46,U,D,L2E,L,E,R,2
TX,76148,T2,38,U,A,L2F,L,F,T,2
TX,77459,S1,13,H,A,L1G,L,G,S,1
CA,90033,U4,10,U,A,L1F,L,F,U,4
NC,27405,C3,30,U,B,L1F,L,F,C,3
CA,93614,R2,49,H,C,L4F,L,F,R,2
MI,48036,S2,20,U,A,L1F,L,F,S,2
other,57701,C2,27,U,C,L1F,L,F,C,2
FL,33313,U3,9,H,A,L2F,L,F,U,3
FL,33486,S1,14,H,B,L3D,L,D,S,1
other,35805,C2,25,H,B,L1G,L,G,C,2
IL,60085,S2,20,H,A,L2E,L,E,S,2
TX,78552,T2,36,H,C,L1F,L,F,T,2
other,89110,S1,12,U,B,L4E,L,E,S,1
other,85710,S1,11,H,B,L1G,L,G,S,1
NC,27101,C3,32,H,B,L1F,L,F,C,3
other,85283,S1,15,H,A,L1F,L,F,S,1
IN,46303,T2,40,H,A,L2F,L,F,T,2
other,97415,T2,37,H,D,L3F,L,F,T,2
GA,31792,T2,36,U,D,L1G,L,G,T,2
TX,77019,U1,1,U,A,L4E,L,E,U,1
MI,49128,R2,43,H,C,L1F,L,F,R,2
other,35005,T2,39,H,B,L2E,L,E,T,2
other,55764,R3,51,H,D,L2E,L,E,R,3
other,29730,R2,44,U,B,L1G,L,G,R,2
CA,90250,U2,6,U,A,L2F,L,F,U,2
FL,33176,S1,11,H,A,L2F,L,F,S,1
NC,27104,C1,24,H,B,L1G,L,G,C,1
CA,96080,T2,38,U,D,L4G,L,G,T,2
CA,92871,R2,40,U,A,L1F,L,F,R,2
FL,32102,R2,48,H,C,L1F,L,F,R,2
FL,33326,T1,34,H,A,L3F,L,F,T,1
CA,90701,U2,6,H,A,L2G,L,G,U,2
CA,94595,S1,13,H,A,L1F,L,F,S,1
other,55102,R2,40,H,A,L1E,L,E,R,2
MI,48624,R3,53,U,D,L3E,L,E,R,3
other,68516,S1,12,H,C,L4D,L,D,S,1
other,52737,R2,46,H,D,L1E,L,E,R,2
NC,28314,C3,32,H,B,L1F,L,F,C,3
FL,32703,S2,16,U,B,L1F,L,F,S,2
IN,47022,R2,43,U,B,L3G,L,G,R,2
MI,48174,T2,39,U,A,L2F,L,F,T,2
CA,95336,C2,27,U,B,L1G,L,G,C,2
other,59201,T2,39,U,D,L2F,L,F,T,2
CA,96019,T3,41,H,C,L2F,L,F,T,3
FL,33068,U3,8,H,A,L1F,L,F,U,3
MO,63127,R1,42,U,A,L4F,L,F,R,1
other,72544-,R2,48,U,D,L1F,L,F,R,2
CA,93105,C1,23,U,B,L2G,L,G,C,1
CA,91754,U1,2,H,A,L1G,L,G,U,1
TX,78516,T3,41,U,B,L1G,L,G,T,3
FL,33880,C2,27,H,B,L1E,L,E,C,2
TX,78232,S1,11,H,B,L3E,L,E,S,1
MI,48051,R2,40,U,A,L2F,L,F,R,2
CA,95662,R2,40,U,B,L3E,L,E,R,2
other,39532,S2,16,H,C,L2F,L,F,S,2
TX,75238,U2,4,U,A,L3E,L,E,U,2
CA,95383,R2,46,H,D,L4E,L,E,R,2
TX,75229,S1,13,H,A,L2G,L,G,S,1
other,96830,U1,3,U,B,L2G,L,G,U,1
FL,34224,C2,29,H,C,L3E,L,E,C,2
MI,49689,R3,51,U,D,L1F,L,F,R,3
other,29642,T1,35,H,B,L1G,L,G,T,1
MO,63128,S1,11,U,A,L1G,L,G,S,1
CA,92653,C1,23,H,A,L1F,L,F,C,1
IN,46236,S3,21,U,B,L1F,L,F,S,3
other,40206,C2,28,H,B,L3D,L,D,C,2
CA,92886,U1,3,U,A,L4E,L,E,U,1
other,80601,S2,18,H,B,L4G,L,G,S,2
CA,92117,S1,12,H,A,L1F,L,F,S,1
CA,95476,C1,24,H,A,L1G,L,G,C,1
WI,53143,U3,8,H,A,L2G,L,G,U,3
TX,78109,S1,12,H,B,L2E,L,E,S,1
other,59701,T1,35,H,D,L2F,L,F,T,1
other,52404,C2,27,U,C,L1E,L,E,C,2
CA,92629,T2,40,U,A,L2G,L,G,T,2
FL,33415,S2,18,H,B,L2F,L,F,S,2
other,51503,S2,16,H,B,L4D,L,D,S,2
IL,60115,C1,22,H,C,L2F,L,F,C,1
WI,54451,R2,46,H,D,L2F,L,F,R,2
other,37310,T2,36,H,C,L4D,L,D,T,2
MI,49508,S1,11,U,B,L3F,L,F,S,1
MI,48653,R2,45,H,D,L1E,L,E,R,2
GA,30916,C3,30,U,B,L1E,L,E,C,3
IL,60067,S1,12,H,A,L2G,L,G,S,1
MI,48228,U4,10,U,A,L4F,L,F,U,4
other,85303,S3,21,H,A,L1F,L,F,S,3
other,42050,R3,53,U,D,L3E,L,E,R,3
FL,33776,U2,5,U,A,L2F,L,F,U,2
other,74764,R2,43,H,D,L3D,L,D,R,2
FL,32311,T1,35,U,B,L4E,L,E,T,1
GA,31554,R3,51,U,D,L2F,L,F,R,3
IL,60016,S2,17,U,A,L1G,L,G,S,2
NC,27018,R2,49,H,B,L4G,L,G,R,2
MI,48170,S1,14,H,A,L4D,L,D,S,1
other,39601,T3,41,U,D,L4D,L,D,T,3
IL,60417,T1,35,H,A,L2F,L,F,T,1
other,89015,C2,27,H,B,L3E,L,E,C,2
IL,60068,S1,13,H,A,L1F,L,F,S,1
other,97457-,T3,41,H,C,L2E,L,E,T,3
IN,47620,R1,42,U,B,L3G,L,G,R,1
WA,98321,T2,40,U,A,L3G,L,G,T,2
NC,27836,T3,41,U,C,L2G,L,G,T,3
MI,48748,R2,45,H,D,L1F,L,F,R,2
WA,98816,S1,14,H,C,L2E,L,E,S,1
CA,91107,S1,13,U,A,L1F,L,F,S,1
other,99801,R3,52,H,U,L1F,L,F,R,3
NC,27103,C1,24,U,B,L1F,L,F,C,1
MI,49321,T2,40,U,B,L1G,L,G,T,2
TX,77327,T2,38,H,A,L1E,L,E,T,2
other,55912,T2,36,H,D,L1F,L,F,T,2
TX,75181,S3,21,H,A,L1F,L,F,S,3
other,80804,R3,53,U,D,L3F,L,F,R,3
other,67226,T1,35,U,B,L4E,L,E,T,1
other,42025,R2,48,U,D,L1G,L,G,R,2
IL,60610,U1,1,U,A,L1F,L,F,U,1
MO,63780,R3,51,U,D,L1F,L,F,R,3
other,37825,R2,43,U,D,L1F,L,F,R,2
CA,94806,S2,18,H,A,L1F,L,F,S,2
other,97146,R2,43,U,D,L1F,L,F,R,2
MI,48133,T2,40,H,A,L2G,L,G,T,2
other,89005,C1,23,H,B,L2F,L,F,C,1
CA,92886,S1,11,H,A,L1E,L,E,S,1
other,35614,R2,43,U,D,L3F,L,F,R,2
TX,78961,R2,48,U,D,L1E,L,E,R,2
other,86025,R2,49,H,C,L3F,L,F,R,2
IL,60626,U2,4,U,A,L1F,L,F,U,2
IN,47462,R2,43,U,D,L1G,L,G,R,2
other,56308,R2,46,H,D,L1F,L,F,R,2
CA,90066,U1,2,U,A,L1F,L,F,U,1
IN,47960-,C3,30,H,D,L1E,L,E,C,3
other,72116,C1,24,H,B,L3F,L,F,C,1
other,36330,T2,39,U,D,L2F,L,F,T,2
TX,78597,T1,34,U,C,L2F,L,F,T,1
CA,91423,U1,1,H,A,L1G,L,G,U,1
other,41015,S3,21,U,B,L2E,L,E,S,3
other,97035,S1,12,U,B,L1F,L,F,S,1
IN,47591,T2,36,U,D,L1F,L,F,T,2
MO,65809,T1,35,H,B,L1G,L,G,T,1
CA,95051,U1,2,H,A,L3E,L,E,U,1
MI,48091,U4,10,U,A,L1F,L,F,U,4
CA,94506,T1,35,U,A,L3F,L,F,T,1
TX,75061,C1,24,H,A,L4D,L,D,C,1
other,97701,C2,28,U,C,L3D,L,D,C,2
other,81625,T2,40,H,D,L1F,L,F,T,2
other,50156-,R2,45,U,D,L1F,L,F,R,2
TX,76020,T2,36,U,A,L3E,L,E,T,2
IL,61108,S2,20,H,B,L1G,L,G,S,2
CA,91311,S2,20,U,A,L3G,L,G,S,2
MI,48867,T2,40,H,C,L2G,L,G,T,2
CA,92672,C1,23,H,A,L1F,L,F,C,1
other,58554-,T2,39,H,C,L1F,L,F,T,2
NC,27589,R3,50,H,D,L2E,L,E,R,3
FL,32311,T2,38,H,B,L1F,L,F,T,2
MO,63131,S1,14,H,A,L2G,L,G,S,1
MI,48185,S1,13,U,A,L2E,L,E,S,1
IL,60443,S1,12,H,A,L1F,L,F,S,1
MI,48066,U3,8,H,A,L1F,L,F,U,3
CA,91107,S1,12,H,A,L3D,L,D,S,1
IL,60118,C1,24,H,A,L1F,L,F,C,1
TX,78227,S3,21,H,B,L3F,L,F,S,3
TX,78102,T2,36,H,D,L1G,L,G,T,2
IN,47948,R2,45,U,D,L1F,L,F,R,2
WA,98277-,C2,27,H,C,L1F,L,F,C,2
CA,91501,S1,13,U,A,L2G,L,G,S,1
CA,94086,U1,3,U,A,L1F,L,F,U,1
MO,65233,T2,36,U,D,L2F,L,F,T,2
NC,27603,C3,30,U,B,L3E,L,E,C,3
FL,32087,R2,43,H,D,L1G,L,G,R,2
CA,92027,C2,26,H,A,L2F,L,F,C,2
other,97203,S2,16,U,B,L1F,L,F,S,2
IL,60441,U2,7,U,A,L3E,L,E,U,2
other,37918,C2,27,U,B,L1F,L,F,C,2
other,38116,S1,12,H,B,L1G,L,G,S,1
FL,34134,T2,38,U,B,L4D,L,D,T,2
FL,33440,R3,50,U,D,L1E,L,E,R,3
WA,98106,S2,20,H,A,L3E,L,E,S,2
CA,95118,U1,2,H,A,L2G,L,G,U,1
other,37167,T2,39,H,B,L1F,L,F,T,2
CA,92692,S1,14,H,A,L1F,L,F,S,1
other,35441-,R2,47,U,D,L2F,L,F,R,2
MO,64624,R3,53,U,D,L1G,L,G,R,3
FL,32564,R2,43,H,C,L3E,L,E,R,2
CA,92260,C1,23,H,A,L1F,L,F,C,1
FL,33707,U3,8,U,A,L1E,L,E,U,3
GA,30339,C1,22,U,A,L4E,L,E,C,1
CA,92128,C2,29,H,A,L1G,L,G,C,2
CA,94086,U1,1,U,A,L1F,L,F,U,1
FL,33183,U2,7,U,A,L2E,L,E,U,2
other,72756,T2,36,U,C,L2G,L,G,T,2
other,80503,C1,24,H,B,L3F,L,F,C,1
other,29605,C1,23,U,B,L2E,L,E,C,1
FL,32967,T2,40,H,C,L1G,L,G,T,2
TX,76021,C2,25,H,A,L3E,L,E,C,2
IL,60462,S1,14,H,A,L1E,L,E,S,1
CA,95405,C1,24,U,A,L1F,L,F,C,1
MO,64014,C2,27,H,B,L3D,L,D,C,2
FL,32606,C1,22,U,C,L1G,L,G,C,1
other,29577,T3,41,U,C,L1F,L,F,T,3
NC,28645,T2,39,H,C,L4F,L,F,T,2
NC,28792,T2,36,H,C,L3E,L,E,T,2
FL,33446,C2,29,U,B,L2F,L,F,C,2
IL,60632,U3,8,U,A,L3F,L,F,U,3
IL,60193,C1,24,H,A,L2F,L,F,C,1
other,59230,R2,45,H,D,L3E,L,E,R,2
other,87109,S1,13,H,B,L1F,L,F,S,1
WA,98033,S2,20,H,A,L1F,L,F,S,2
other,72802,T1,34,H,D,L3F,L,F,T,1
FL,33010,U4,10,H,A,L1G,L,G,U,4
CA,95616,C1,22,U,B,L1F,L,F,C,1
other,71106,C1,24,H,B,L1G,L,G,C,1
IL,62707,T1,35,H,C,L1G,L,G,T,1
CA,95127,S1,12,H,A,L1F,L,F,S,1
NC,28607,C2,27,U,D,L1F,L,F,C,2
FL,33714,U3,8,H,A,L1F,L,F,U,3
MI,49015,C3,30,H,C,L1F,L,F,C,3
CA,96003,C2,27,H,C,L1F,L,F,C,2
FL,33401,C1,23,U,B,L1F,L,F,C,1
WA,98802,T2,40,U,D,L3E,L,E,T,2
CA,90004,U2,4,U,A,L1F,L,F,U,2
TX,76053,C2,27,H,A,L4D,L,D,C,2
FL,33406,C1,24,H,B,L3E,L,E,C,1
other,36582,T2,39,H,B,L2F,L,F,T,2
CA,90028-,U3,9,U,A,L1F,L,F,U,3
CA,95826,S1,11,H,B,L2G,L,G,S,1
other,37066,T2,39,U,B,L4D,L,D,T,2
MI,48206,U4,10,H,A,L1F,L,F,U,4
MI,48519,S2,16,H,B,L3F,L,F,S,2
IN,46574,R2,43,U,D,L4F,L,F,R,2
FL,33462,S2,20,H,B,L2G,L,G,S,2
other,39701,R3,51,U,C,L4D,L,D,R,3
WA,99208,S2,16,H,B,L1F,L,F,S,2
WA,98579,R2,49,H,C,L1F,L,F,R,2
other,37922,C1,24,H,B,L2G,L,G,C,1
CA,95123,T2,36,U,A,L3F,L,F,T,2
TX,76109,C1,24,H,A,L4D,L,D,C,1
other,55426,S2,20,H,A,L4D,L,D,S,2
NC,28138,R2,49,H,B,L2E,L,E,R,2
MO,64836,T2,36,H,C,L1F,L,F,T,2
CA,94583,C1,24,H,A,L3F,L,F,C,1
other,72761,T2,36,U,C,L2E,L,E,T,2
other,89003,R2,49,H,D,L1F,L,F,R,2
MO,65723,R2,43,U,D,L4E,L,E,R,2
MI,48505,C3,32,H,B,L1G,L,G,C,3
CA,92029,S3,21,U,A,L1F,L,F,S,3
other,89107,S2,17,U,B,L3E,L,E,S,2
MI,48883,R3,51,U,B,L2F,L,F,R,3
FL,33321,C1,23,U,A,L3F,L,F,C,1
IN,46394,S3,21,H,A,L2F,L,F,S,3
IN,47471,R2,45,H,D,L3E,L,E,R,2
FL,33901,C2,25,H,B,L4G,L,G,C,2
other,59034,R2,45,U,D,L2E,L,E,R,2
FL,33480,C1,23,U,B,L1F,L,F,C,1
other,42003,T3,41,U,C,L2E,L,E,T,3
other,97503,T3,41,U,C,L1E,L,E,T,3
other,55020,R1,42,H,A,L2F,L,F,R,1
other,74764,R2,43,U,D,L2F,L,F,R,2
CA,95673,C3,30,H,B,L3E,L,E,C,3
TX,76014,C2,27,U,A,L4F,L,F,C,2
CA,90043,U3,8,H,A,L1F,L,F,U,3
NC,27127,C3,30,H,B,L4D,L,D,C,3
IL,60402,S2,16,U,A,L2F,L,F,S,2
TX,78382,T3,41,H,D,L4D,L,D,T,3
other,97305,S2,16,U,B,L1F,L,F,S,2
CA,93950,U1,2,H,B,L2G,L,G,U,1
CA,95340,C1,24,U,C,L2F,L,F,C,1
MI,48458,S3,21,U,B,L1F,L,F,S,3
FL,33321,C2,29,H,A,L3D,L,D,C,2
IL,60045,S1,13,U,A,L1G,L,G,S,1
MI,49418,S1,11,U,B,L1G,L,G,S,1
CA,94577,U2,4,U,A,L1E,L,E,U,2
other,87501,T1,34,H,C,L2F,L,F,T,1
MI,49735,T2,36,U,D,L1G,L,G,T,2
CA,95548,R2,46,H,D,L3D,L,D,R,2
TX,79109,C1,24,H,C,L1G,L,G,C,1
other,74133,C2,27,H,B,L1E,L,E,C,2
TX,76248,S1,14,U,A,L3F,L,F,S,1
TX,75067,C1,24,H,A,L3E,L,E,C,1
other,85648,R1,42,H,D,L4E,L,E,R,1
GA,31204,C3,30,U,B,L2E,L,E,C,3
other,89410,C2,28,U,D,L4E,L,E,C,2
MI,48169,R2,44,H,A,L1E,L,E,R,2
IN,46991,R3,51,U,C,L4D,L,D,R,3
WA,98506,C2,25,H,C,L1E,L,E,C,2
other,85213,S1,12,U,A,L1E,L,E,S,1
CA,91001,S2,19,H,A,L4F,L,F,S,2
NC,28138,R2,45,U,B,L2E,L,E,R,2
MI,49339,U3,8,U,D,L1G,L,G,U,3
IN,46320,C2,27,U,A,L1G,L,G,C,2
other,80231,U1,1,U,B,L4F,L,F,U,1
other,72601,R2,45,U,D,L1F,L,F,R,2
CA,92865,R2,40,H,A,L3G,L,G,R,2
TX,76706-,C3,30,U,C,L1G,L,G,C,3
FL,32708,S2,17,H,B,L3G,L,G,S,2
WA,98136,S2,17,U,A,L2G,L,G,S,2
other,72209,C2,25,U,B,L2F,L,F,C,2
TX,78233,S1,12,H,B,L3F,L,F,S,1
other,37664,T2,37,H,B,L1F,L,F,T,2
FL,32059-,U2,4,H,D,L4G,L,G,U,2
IL,62232,T2,36,H,A,L4G,L,G,T,2
other,42445,R2,45,U,D,L2E,L,E,R,2
CA,94523,S1,13,U,A,L1F,L,F,S,1
other,97470,T2,39,U,C,L4D,L,D,T,2
FL,33437,C1,23,H,B,L1F,L,F,C,1
WI,53220,S2,17,U,B,L1F,L,F,S,2
FL,33139,U3,9,H,A,L1E,L,E,U,3
FL,33308,C1,23,H,A,L1F,L,F,C,1
NC,27701,C1,22,H,B,L2G,L,G,C,1
TX,77627,C2,25,U,B,L2E,L,E,C,2
